#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Wed Jan 31 01:07:37 EST 2018,82,82,Assignment1Suite,ClearTest0+ ClearTest1+ InsertTest0+ InsertTest1+ InsertTest2+ InsertTest3+ RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0+ SizeTest1+ SizeTest2+ SizeTest3+ , ,EverythingTest0- GetTest0- GetTest1- , ,
1,Wed Jan 31 01:08:51 EST 2018,82,0,Assignment1Suite,ClearTest0 ClearTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 GetTest0 GetTest1 , ,
2,Wed Jan 31 01:09:19 EST 2018,88,6,Assignment1Suite,ClearTest0 ClearTest1 GetTest0+ InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 GetTest1 , ,
3,Wed Jan 31 01:11:43 EST 2018,100,12,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0+ GetTest0 GetTest1+ InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
